종목명,종목코드,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
신한 인버스 천연가스 선물 ETN(H),500022,8485,520,-5.77,0,170,2000,0,11264,NA,NA
KODEX 200롱코스닥150숏선물,360140,10600,110,1.05,0,170,1600,0,484,NA,NA
미래에셋 레버리지 은 선물 ETN,520033,16900,80,0.48,0,169,1000,0,3,NA,NA
TRUE 레버리지 은 선물 ETN,570061,16880,0,0,0,169,1000,0,4,NA,NA
HANARO KRX300,304760,18735,70,-0.37,0,169,900,0,66,NA,NA
메리츠 레버리지 은 선물 ETN(H),610016,16755,345,2.1,0,168,1000,0,3,NA,NA
KB 천연가스 선물 ETN(H),580020,16715,955,6.06,0,167,1000,0,1520,NA,NA
KOSEF 미국달러선물인버스2X,230480,7880,5,-0.06,0,167,2120,0,1465,NA,NA
대신 천연가스 선물 ETN(H),510016,16670,920,5.84,0,167,1000,0,289,NA,NA
QV 레버리지 은 선물 ETN(H),550064,16570,0,0,0,166,1000,0,0,NA,NA
SK증권우,001515,4230,15,0.36,500,165,3913,1.51,7613,43.16,NA
신한 인버스 콩 선물 ETN(H),500024,8060,30,-0.37,0,161,2000,0,340,NA,NA
KODEX 기계장비,102960,5930,25,-0.42,0,160,2700,0.51,21529,NA,NA
KODEX 미국스마트모빌리티S&P,390400,9330,125,1.36,0,159,1700,0.01,79395,NA,NA
KINDEX 중장기국공채액티브,272910,100545,165,-0.16,0,158,157,0,2,NA,NA
TIGER 유로스탁스배당30,245350,13125,5,-0.04,0,158,1200,0,22463,NA,NA
TIGER 유로스탁스레버리지(합성 H),225050,10420,70,0.68,0,156,1500,0,113123,NA,NA
KODEX 보험,140700,6790,60,0.89,0,156,2300,0.11,54907,NA,NA
KB 레버리지 나스닥 100 ETN,580015,15510,190,1.24,0,155,1000,0,77059,NA,NA
삼성 인버스 2X 구리 선물 ETN(H),530064,3090,75,-2.37,0,154,5000,0,38314,NA,NA
KOSEF 코스피100,153270,30895,25,0.08,0,154,500,0.21,73,NA,NA
KOSEF 릭소글로벌퓨처모빌리티MSCI,394350,10990,135,1.24,0,154,1400,0,12141,NA,NA
KBSTAR 채권혼합,183700,63440,10,-0.02,0,152,240,0,13,NA,NA
TIGER 단기선진하이일드(합성 H),182490,12580,15,0.12,0,151,1200,0,768,NA,NA
신한 레버리지 Russell 2000 ETN,500056,15095,360,2.44,0,151,1000,0,1143,NA,NA
KODEX 200미국채혼합,284430,13430,30,-0.22,0,150,1120,0,12050,NA,NA
KBSTAR V&S셀렉트밸류채권혼합,241390,12470,25,-0.2,0,150,1200,0.1,5005,NA,NA
신한 인버스 2X 구리 선물 ETN,500041,2990,75,-2.45,0,150,5000,0,29356,NA,NA
HANARO Fn5G산업,367740,12905,45,0.35,0,148,1150,2.27,5440,NA,NA
신한 인버스 2X 미국달러 선물 ETN,500036,7370,10,0.14,0,147,2000,0,21,NA,NA
KB 인버스 2X 항셍테크 선물 ETN,580019,14730,105,0.72,0,147,1000,0,10204,NA,NA
TIGER MSCI KOREA ESG유니버설,289250,12260,25,0.2,0,147,1200,0,56,NA,NA
ARIRANG 200선물인버스2X,253160,4195,10,0.24,0,145,3450,0,33012,NA,NA
ARIRANG 코스피50,122090,28370,20,-0.07,0,145,510,0.06,429,NA,NA
삼성 인버스 2X HSCEI ETN(H),530076,14430,15,-0.1,0,144,1000,0,8300,NA,NA
KBSTAR KRX300,292050,19155,30,-0.16,0,144,750,0,269,NA,NA
일양약품우,007575,32150,350,-1.08,2500,143,445,0.47,615,71.92,NA
TIGER 글로벌자원생산기업(합성 H),276000,12990,170,1.33,0,143,1100,0,450,NA,NA
KODEX 미국채10년선물,308620,11860,75,-0.63,0,142,1200,0,11458,NA,NA
KODEX S&P글로벌인프라(합성),269420,12195,90,-0.73,0,142,1166,0,8641,NA,NA
KINDEX 국고채10년,365780,96630,440,-0.45,0,142,147,0,51,NA,NA
KB FnGuide 언택트 ETN,580011,14140,100,0.71,0,141,1000,0,3602,NA,NA
HANARO 탄소효율그린뉴딜,375760,9975,20,-0.2,0,140,1400,0.03,1049,NA,NA
KBSTAR KRX300레버리지,307010,19930,25,0.13,0,140,700,0,2200,NA,NA
파워 코스피100,140950,31555,145,-0.46,0,139,440,0,61,NA,NA
ARIRANG 200선물레버리지,253150,46210,85,-0.18,0,139,300,0.12,478,NA,NA
TIGER 일본TOPIX(합성 H),195920,17215,230,1.35,0,138,800,0.01,30655,NA,NA
신한 천연가스 선물 ETN(H),500021,4585,260,6.01,0,138,3000,0,82438,NA,NA
TRUE FTSE100 ETN,570047,13750,0,0,0,138,1000,0,0,NA,NA
TIGER 200 철강소재,139240,9855,35,-0.35,0,136,1380,0.02,27189,NA,NA
신한 인버스 금 선물 ETN(H),500006,6765,30,0.45,0,135,2000,0,9203,NA,NA
ARIRANG 고배당저변동50,251590,11740,5,0.04,0,135,1150,0,4909,NA,NA
KODEX KTOP30,229720,22275,10,-0.04,0,134,600,0,834,NA,NA
KODEX 코스닥150롱코스피200숏선물,360150,8870,50,-0.56,0,133,1500,0,16,NA,NA
신한 인버스 2X 은 선물 ETN(H),500030,2640,20,-0.75,0,132,5000,0,49846,NA,NA
TIGER 200에너지화학레버리지,243890,23940,270,1.14,0,132,550,0,9193,NA,NA
넥센우,005725,3645,0,0,500,131,3601,18.43,2906,6.58,NA
대덕1우,00806K,10800,50,-0.46,500,131,1212,0.13,15368,3.72,NA
TRUE 인버스 플래티넘 선물 ETN,570053,13065,195,1.52,0,131,1000,0,3959,NA,NA
신한 인버스 2X 천연가스 선물 ETN,500054,2605,340,-11.54,0,130,5000,0,353872,NA,NA
KINDEX 중국본토CSI300레버리지(합성),219900,5410,75,1.41,0,130,2400,0,20650,NA,NA
KB KRX ESG Eco ETN,580013,12920,25,0.19,0,129,1000,0,15,NA,NA
대신 알루미늄 선물 ETN(H),510014,12785,145,-1.12,0,128,1000,0,2511,NA,NA
KODEX Fn시스템반도체,395160,9745,20,0.21,0,127,1300,0.06,10183,NA,NA
KB KRX300 ETN,580012,12645,15,-0.12,0,126,1000,0,21761,NA,NA
TIGER 일본TOPIX헬스케어(합성),248260,12585,35,0.28,0,126,1000,0,368,NA,NA
KODEX 밸류Plus,244670,10485,50,-0.47,0,126,1200,0,12343,NA,NA
KBSTAR 코스피ex200,361590,14765,40,-0.27,0,126,850,0,85,NA,NA
대신 니켈선물 ETN(H),510003,17920,75,0.42,0,125,700,0,325,NA,NA
KBSTAR 헬스케어채권혼합,253290,12525,40,-0.32,0,125,1000,0,4307,NA,NA
KODEX 최소변동성,279540,12500,20,0.16,0,125,1000,0,139,NA,NA
KINDEX 미국스팩&IPO INDXX,391590,10330,55,-0.53,0,124,1200,0.01,140241,NA,NA
KOSEF 블루칩,104520,10295,35,-0.34,0,124,1200,0,197,NA,NA
ARIRANG 고배당주채권혼합,251600,11200,0,0,0,123,1100,0,2099,NA,NA
TRUE 인버스 은 선물 ETN,570058,12295,0,0,0,123,1000,0,0,NA,NA
KODEX 모멘텀Plus,244620,13585,55,-0.4,0,122,900,0,176,NA,NA
TRUE 레버리지 유로스탁스50 ETN(H) B,570054,12215,125,1.03,0,122,1000,0,49,NA,NA
삼성 인버스 HSCEI ETN(H),530074,12205,20,-0.16,0,122,1000,0,500,NA,NA
KINDEX 일본TOPIX레버리지(H),196030,24175,875,3.76,0,121,500,0,8326,NA,NA
TIGER 코스닥150바이오테크,261070,12590,170,-1.33,0,121,960,0,5592,NA,NA
삼성 인버스 2X 항셍테크 ETN(H),530082,12070,120,1,0,121,1000,0,99814,NA,NA
KINDEX 러시아MSCI(합성),265690,34205,310,0.91,0,120,350,0,769,NA,NA
동부건설우,005965,52900,3550,7.19,5000,119,226,18.58,5460,13.32,NA
KB 인버스 2X 은 선물 ETN(H),580027,23815,0,0,0,119,500,0,0,NA,NA
DB하이텍1우,000995,106000,1500,-1.4,5000,119,112,1.07,366,28.18,NA
KBSTAR 중국MSCI China(H),310080,11875,140,1.19,0,119,1000,0,792,NA,NA
크라운제과우,26490K,15350,250,-1.6,200,119,774,0.43,7773,13.39,NA
한양증권우,001755,22500,250,1.12,5000,118,525,2.07,913,3.91,NA
태양금속우,004105,3530,100,-2.75,500,116,3300,0.82,97363,-22.92,NA
KOSEF KRX100,100910,6465,10,-0.15,0,116,1800,0.01,96,NA,NA
KB 레버리지 S&P 500 선물 ETN(H),580016,11620,205,1.8,0,116,1000,0,11067,NA,NA
남선알미우,008355,37600,1500,-3.84,500,116,308,1.35,8785,164.19,NA
TRUE 코스피 커버드콜 ETN B,570020,11515,0,0,0,115,1000,0,0,NA,NA
TIGER 미국S&P500선물인버스(H),225030,3770,30,-0.79,0,115,3050,0,49008,NA,NA
ARIRANG KRX300,292750,18980,25,-0.13,0,114,600,0,23,NA,NA
SK네트웍스우,001745,100000,3500,-3.38,2500,114,114,0.42,191,680.27,NA
SOL 선진국MSCI World(합성 H),208470,18910,90,0.48,0,113,600,0,2,NA,NA
대신 2X 철광석 선물 ETN(H),510017,11335,1425,14.38,0,113,1000,0,26358,NA,NA
신한 인버스 구리 선물 ETN(H),500008,5630,65,-1.14,0,113,2000,0,7207,NA,NA
성신양회우,004985,15300,100,0.66,5000,113,736,1.48,11052,-218.57,NA
KOSEF 미국달러선물인버스,139660,10140,0,0,0,113,1110,0,110,NA,NA
삼성 인버스 항셍테크 ETN(H),530080,11220,45,0.4,0,112,1000,0,808,NA,NA
KINDEX 싱가포르리츠,316300,12375,30,-0.24,0,111,900,0,812,NA,NA
KBSTAR KQ고배당,270800,15910,105,-0.66,0,111,700,0,900,NA,NA
코오롱글로벌우,003075,35600,250,-0.7,5000,111,313,0.84,3623,7.44,NA
TRUE S&P500 양매도 4% OTM ETN(H),570049,11055,0,0,0,111,1000,0,0,NA,NA
KODEX 미국S&P바이오(합성),185680,33995,500,1.49,0,110,325,0,1762,NA,NA
미래에셋 인버스 미디어엔터 Core5 ETN,520015,10985,135,1.24,0,110,1000,0,7,NA,NA
메리츠 인버스 은 선물 ETN(H),610015,10950,0,0,0,110,1000,0,0,NA,NA
삼성 인버스 은 선물 ETN(H),530090,10925,0,0,0,109,1000,0,0,NA,NA
삼성 나스닥 100 ETN(H),530077,10900,75,0.69,0,109,1000,0,36,NA,NA
하나 KRX300 ETN,700002,10880,20,-0.18,0,109,1000,0,2,NA,NA
계양전기우,012205,7760,0,0,500,109,1400,3.7,3709,27.81,NA
서울식품우,004415,4860,25,-0.51,100,108,2224,0.41,3038,-285.88,NA
메리츠 인버스 2X 국채30년 ETN,610010,10750,380,3.66,0,108,1000,0,130,NA,NA
대상홀딩스우,084695,11750,250,-2.08,1000,107,913,2.95,2445,7.38,NA
메리츠 인버스 2X KRX300 선물 ETN,610006,10730,20,0.19,0,107,1000,0,100002,NA,NA
KOSEF 200선물인버스2X,253230,2075,5,0.24,0,107,5170,0,30122,NA,NA
TRUE 인버스 금 선물 ETN,570056,10705,0,0,0,107,1000,0,0,NA,NA
TRUE 인버스 HSCEI ETN(H) B,570028,10700,0,0,0,107,1000,0,160,NA,NA
KODEX 게임산업,300950,13345,70,0.53,0,107,800,0.02,29299,NA,NA
KODEX 일본TOPIX100,101280,17790,320,-1.77,0,107,600,0,1735,NA,NA
HANARO Fn친환경에너지,381570,10645,40,-0.37,0,106,1000,0,48915,NA,NA
KBSTAR 200IT,285000,16010,90,-0.56,0,106,660,0,91,NA,NA
KODEX TSE일본리츠(H),352540,13185,20,0.15,0,105,800,0,115,NA,NA
하나 레버리지 KRX BBIG K-뉴딜 ETN,700004,10480,2000,23.58,0,105,1000,0,404,NA,NA
TREX 200,108590,41835,25,-0.06,0,105,250,0,34,NA,NA
TRUE 유로선물 ETN B,570037,10425,0,0,0,104,1000,0,0,NA,NA
메리츠 인버스 국채30년 ETN,610009,10365,150,1.47,0,104,1000,0,2101,NA,NA
신한 달러인덱스 선물 ETN(H),500011,10350,30,-0.29,0,104,1000,0,19,NA,NA
KB 인버스 2X 금 선물 ETN(H),580023,20675,0,0,0,103,500,0,0,NA,NA
KODEX MSCI밸류,275290,12915,25,0.19,0,103,800,0,10,NA,NA
TREX 펀더멘탈 200,145850,41310,115,-0.28,0,103,250,0.08,5,NA,NA
TRUE 유로스탁스50 양매도 5% OTM ETN(H),570048,10305,0,0,0,103,1000,0,0,NA,NA
노루페인트우,090355,22250,350,-1.55,500,103,463,1.54,4154,27.95,NA
삼성 인버스 금 선물 ETN(H),530084,10290,105,1.03,0,103,1000,0,9,NA,NA
대신 밀 선물 ETN(H),510015,10240,160,1.59,0,102,1000,0,80,NA,NA
KODEX Fn멀티팩터,337120,14600,45,-0.31,0,102,700,0.28,1001,NA,NA
KBSTAR Fn K-뉴딜디지털플러스,368200,12695,15,-0.12,0,102,800,0,88,NA,NA
KODEX 3대농산물선물(H),271060,10560,100,0.96,0,101,960,0,6797,NA,NA
KINDEX 모닝스타싱가포르리츠채권혼합,342140,10130,90,-0.88,0,101,1000,0,205,NA,NA
신한 인버스 은 선물 ETN(H),500007,5055,35,-0.69,0,101,2000,0,5901,NA,NA
KINDEX 레버리지,152500,10100,5,-0.05,0,101,1000,0.34,7388,NA,NA
KBSTAR 글로벌데이터센터리츠나스닥(합성),375270,12620,115,-0.9,0,101,800,0,6434,NA,NA
TRUE 엔선물 ETN B,570034,10080,0,0,0,101,1000,0,0,NA,NA
KODEX Fn웹툰&드라마,395150,9160,130,1.44,0,101,1100,0,43624,NA,NA
동원시스템즈우,014825,37900,0,0,5000,101,265,0.2,391,18.01,NA
TRUE 인버스 2X S&P500 선물 ETN(H),570023,2010,40,-1.95,0,100,5000,0,21516,NA,NA
삼성 인버스 2X 금 선물 ETN(H),530056,10045,80,0.8,0,100,1000,0,11391,NA,NA
SOL 미국S&P500ESG,399110,10045,85,0.85,0,100,1000,0,84420,NA,NA
삼성 KRX 2차전지 K-뉴딜 ETN,530087,10010,130,1.32,0,100,1000,0,563,NA,NA
KBSTAR 200커뮤니케이션서비스,315480,19240,70,0.37,0,100,520,0,242,NA,NA
삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,530088,9995,265,2.72,0,100,1000,0,123020,NA,NA
KB 레버리지 KRX 2차전지 K-뉴딜 ETN,580025,9985,225,2.31,0,100,1000,0,5001,NA,NA
신한 인버스 WTI원유 선물 ETN(H),500003,4990,65,-1.29,0,100,2000,0,2168,NA,NA
TRUE 금 선물 ETN,570055,9940,115,-1.14,0,99,1000,0,84,NA,NA
금호건설우,002995,33550,850,-2.47,5000,98,292,0,1743,16.67,NA
신한 USD K200 선물 바이셀 ETN,500002,4900,0,0,0,98,2000,0,0,NA,NA
삼성 금 선물 ETN(H),530083,9765,0,0,0,98,1000,0,0,NA,NA
TRUE 레버리지 엔선물 ETN B,570035,9740,0,0,0,97,1000,0,0,NA,NA
TRUE 인버스 엔선물 ETN B,570036,9695,60,0.62,0,97,1000,0,422,NA,NA
메리츠 국채30년 ETN,610007,9680,130,-1.33,0,97,1000,0,1725,NA,NA
삼성 S&P500 VIX S/T 선물 ETN(H) C,530072,9675,400,-3.97,0,97,1000,0,28671,NA,NA
대원전선우,006345,3690,40,-1.07,500,97,2621,0.74,7126,-461.25,NA
ARIRANG 코스피,227830,32150,110,0.34,0,96,300,0,34,NA,NA
KBSTAR 5대그룹주,105780,8030,5,-0.06,0,96,1200,0,3589,NA,NA
메리츠 금 선물 ETN(H),610011,9630,80,-0.82,0,96,1000,0,1,NA,NA
TIGER 이머징마켓MSCI레버리지(합성 H),225060,13700,95,0.7,0,96,700,0,244,NA,NA
신한 인버스 달러인덱스 선물 ETN(H),500012,9560,30,0.31,0,96,1000,0,11,NA,NA
하나 KRX BBIG K-뉴딜 ETN,700003,9555,25,0.26,0,96,1000,0,2,NA,NA
KODEX MSCI Korea,156080,19100,20,-0.1,0,96,500,0.01,168,NA,NA
KINDEX Fn성장소비주도주,226380,7945,10,0.13,0,95,1200,0,673,NA,NA
KODEX 혁신기술테마액티브,364690,13585,15,-0.11,0,95,700,0,326,NA,NA
TIGER 코스닥150IT,261060,16930,345,2.08,0,95,560,0,47317,NA,NA
TRUE 인버스 유로선물 ETN B,570038,9420,5,0.05,0,94,1000,0,1,NA,NA
KINDEX 스마트밸류,272230,15675,5,0.03,0,94,600,0,1937,NA,NA
KB 레버리지 금 선물 ETN(H),580022,18765,270,-1.42,0,94,500,0,15,NA,NA
KINDEX 일본TOPIX인버스(합성 H),205720,4045,30,-0.74,0,93,2300,0,17614,NA,NA
메리츠 레버리지 국채30년 ETN,610008,9300,245,-2.57,0,93,1000,0,609,NA,NA
KINDEX 스마트퀄리티,322120,18580,20,-0.11,0,93,500,0,21,NA,NA
삼성 KRX BBIG K-뉴딜 ETN,530085,9230,80,0.87,0,92,1000,0,84,NA,NA
현대비앤지스틸우,004565,83900,600,-0.71,5000,92,110,0.57,662,23.56,NA
KODEX 200 중소형,226980,15340,25,-0.16,0,92,600,0,4047,NA,NA
신한 코스피 콘도르 6/10% 콜 2204-01 ETN,500044,9185,0,0,0,92,1000,0,0,NA,NA
메리츠 레버리지 KRX300 선물 ETN,610005,9165,40,-0.43,0,92,1000,0,53213,NA,NA
크라운해태홀딩스우,005745,15250,50,-0.33,500,92,601,1.24,1554,10.78,NA
KODEX 경기소비재,266390,13065,85,-0.65,0,91,700,0,2667,NA,NA
ARIRANG KS밸류가중TR,333970,16620,20,0.12,0,91,550,0,42,NA,NA
메리츠 은 선물 ETN(H),610014,9140,35,0.38,0,91,1000,0,1,NA,NA
삼성 은 선물 ETN(H),530089,9125,0,0,0,91,1000,0,0,NA,NA
노루홀딩스우,000325,49200,1400,-2.77,500,91,185,0.25,4940,48.81,NA
삼성 인버스 나스닥 100 ETN(H),530078,9110,45,-0.49,0,91,1000,0,371,NA,NA
KINDEX 스마트하이베타,322150,15120,0,0,0,91,600,0,23,NA,NA
삼성 인버스 China A50 선물 ETN(H),530002,9040,130,-1.42,0,90,1000,0,897,NA,NA
ARIRANG 글로벌MSCI(합성 H),189400,17690,60,0.34,0,90,510,0,2256,NA,NA
마이다스 200커버드콜5%OTM,137930,14990,0,0,0,90,600,0,0,NA,NA
KOSEF 국고채10년레버리지,167860,128040,1225,-0.95,0,90,70,0,535,NA,NA
신한 코스피 콘도르 4/10% 콜 2204-01 ETN,500043,8950,0,0,0,90,1000,0,0,NA,NA
KINDEX 삼성그룹동일가중,131890,17860,110,-0.61,0,89,500,0,509,NA,NA
KINDEX 코스닥(합성),251890,14880,35,-0.23,0,89,600,0,10,NA,NA
TIGER 미국달러선물인버스2X,261120,8915,20,-0.22,0,89,1000,0,165,NA,NA
KOSEF 코스닥150선물레버리지,291630,7360,5,-0.07,0,89,1210,1.24,693,NA,NA
KINDEX Fn5G플러스,380340,8830,0,0,0,88,1000,0,215,NA,NA
KB 인버스 2X S&P 500 선물 ETN,580017,8815,185,-2.06,0,88,1000,0,115,NA,NA
KOSEF 고배당,104530,9760,0,0,0,88,900,0.56,3859,NA,NA
신한 코스피 월별 양매도 3% 콜 2206-1 ETN,500048,8775,0,0,0,88,1000,0,0,NA,NA
KINDEX 스마트모멘텀,272220,17545,15,0.09,0,88,500,0,23,NA,NA
KBSTAR 주식혼합,183710,43855,0,0,0,88,200,0,4,NA,NA
신한 코스피 월별 양매도 5% 콜 2206-1 ETN,500049,8715,0,0,0,87,1000,0,0,NA,NA
깨끗한나라우,004545,23800,200,-0.83,1000,87,366,3.72,354,45.16,NA
마이티 코스피100,159800,31110,0,0,0,87,280,0.03,0,NA,NA
TIGER 의료기기,307510,21705,145,0.67,0,87,400,0,2060,NA,NA
신한 인버스 2X 다우존스지수 선물 ETN(H),500028,2170,50,-2.25,0,87,4000,0,72357,NA,NA
TRUE 은 선물 ETN,570057,8675,70,-0.8,0,87,1000,0,25,NA,NA
KOSEF 릭소글로벌디지털경제MSCI,394340,10835,140,1.31,0,87,800,0,352,NA,NA
KTOP 코스피50,168300,28545,75,-0.26,0,86,300,0.5,105,NA,NA
삼성 항셍테크 ETN(H),530079,8535,110,-1.27,0,85,1000,0,381,NA,NA
ARIRANG 심천차이넥스트(합성),256450,14225,125,0.89,0,85,600,0,1216,NA,NA
KB 레버리지 KRX BBIG K-뉴딜 ETN,580024,8520,115,1.37,0,85,1000,0,3239,NA,NA
삼성 레버리지 KRX BBIG K-뉴딜 ETN,530086,8515,140,1.67,0,85,1000,0,1440,NA,NA
KINDEX 스마트로우볼,322130,17025,10,0.06,0,85,500,0,38,NA,NA
KODEX Fn Top10동일가중,395170,9415,0,0,0,85,900,0,11251,NA,NA
TIGER 일본엔선물,292560,10480,45,-0.43,0,84,800,0,4766,NA,NA
TIGER 우선주,261140,13960,40,-0.29,0,84,600,0,688,NA,NA
KBSTAR 헬스케어,253280,16715,100,-0.59,0,84,500,0,553,NA,NA
KINDEX 멕시코MSCI(합성),291130,10435,165,-1.56,0,83,800,0,2971,NA,NA
미래에셋 인버스 에너지화학 Core5 ETN,520007,4145,85,-2.01,0,83,2000,0,2,NA,NA
KB 레버리지 은 선물 ETN(H),580026,16550,0,0,0,83,500,0,0,NA,NA
TIGER 코스피중형주,277650,18250,145,-0.79,0,82,450,1.11,97,NA,NA
대신 아연선물 ETN(H),510002,11730,290,2.53,0,82,700,0,172,NA,NA
신한 인버스 Russell 2000 ETN,500055,8190,150,-1.8,0,82,1000,0,22,NA,NA
TRUE 플래티넘 선물 ETN,570052,8185,100,-1.21,0,82,1000,0,401,NA,NA
하이트진로홀딩스우,000145,17300,0,0,5000,81,471,1.6,380,7.15,NA
ARIRANG KS모멘텀가중TR,333960,16275,20,-0.12,0,81,500,0,20,NA,NA
KBSTAR 미국고정배당우선증권ICE TR,354240,10840,95,-0.87,0,81,750,0,9037,NA,NA
금강공업우,014285,13750,450,3.38,1000,81,590,1.74,3196,51.69,NA
KODEX MSCI모멘텀,275280,13445,0,0,0,81,600,0,0,NA,NA
ARIRANG KS로우사이즈가중TR,333950,17920,65,0.36,0,81,450,0,20,NA,NA
KBSTAR 차이나HSCEI(H),250730,10080,25,0.25,0,81,800,0,10137,NA,NA
TRUE 인버스 2X HSCEI ETN(H),570032,8020,5,-0.06,0,80,1000,0,303,NA,NA
KBSTAR KRX300미국달러선물혼합,319870,15990,10,0.06,0,80,500,0,98,NA,NA
KBSTAR V&S셀렉트밸류,234310,15960,10,0.06,0,80,500,0,5,NA,NA
CJ씨푸드1우,011155,39750,400,1.02,500,80,200,0.46,78,371.5,NA
KODEX 콩선물(H),138920,11345,0,0,0,79,700,0,3277,NA,NA
삼성 HSCEI ETN(H),530073,7930,30,0.38,0,79,1000,0,1672,NA,NA
KINDEX 코스피,305050,31605,5,-0.02,0,79,250,0.01,60,NA,NA
신한 인버스 다우존스지수 선물 ETN(H),500010,3940,45,-1.13,0,79,2000,0,2041,NA,NA
KODEX WTI원유선물인버스(H),271050,8065,90,-1.1,0,79,975,0,57440,NA,NA
ARIRANG 국채선물10년,289670,56045,270,-0.48,0,78,140,0,313,NA,NA
유유제약2우B,000227,24000,250,-1.03,1000,78,326,0.04,270,1333.33,NA
KODEX 200동일가중,252650,13015,55,-0.42,0,78,600,0,175,NA,NA
KBSTAR 차이나항셍테크,371150,8205,50,-0.61,0,78,950,5.32,16275,NA,NA
TIGER K게임,300610,14105,180,-1.26,0,78,550,0,35886,NA,NA
KODEX 삼성그룹밸류,213610,9665,75,-0.77,0,77,800,0,1093,NA,NA
TIGER KTOP30,228820,11030,5,0.05,0,77,700,0.01,575,NA,NA
HANARO 코스닥150선물레버리지,306530,14795,75,-0.5,0,77,520,0.78,1653,NA,NA
KODEX 퀄리티Plus,244660,10980,15,-0.14,0,77,700,0,7051,NA,NA
TIGER 200커버드콜5%OTM,166400,15320,55,0.36,0,77,500,0,1,NA,NA
HANARO Fn K-반도체,395270,9575,45,0.47,0,77,800,0,440,NA,NA
KINDEX Fn K-뉴딜디지털플러스,368470,15205,15,0.1,0,76,500,0,79,NA,NA
KBSTAR 모멘텀로우볼,252730,16615,35,0.21,0,75,450,0,463,NA,NA
KBSTAR 국채선물5년추종,397420,49525,90,-0.18,0,74,150,0,7,NA,NA
HK 베스트일레븐액티브,391670,9900,55,-0.55,0,74,750,0,1038,NA,NA
TIGER 금은선물(H),139320,9250,60,-0.64,0,74,800,0,3717,NA,NA
HANARO Fn K-POP&미디어,395290,9225,15,-0.16,0,74,800,0,4245,NA,NA
TRUE 코스피 커버드풋 ETN B,570021,7360,10,0.14,0,74,1000,0,365,NA,NA
TIGER 라틴35,105010,3475,0,0,0,73,2100,1.35,2187,NA,NA
ARIRANG 국채선물3년,298340,53380,45,-0.08,0,73,136,0,1,NA,NA
KODEX K-이노베이션액티브,373490,11160,50,0.45,0,73,650,0,2884,NA,NA
TIGER 지주회사,307520,12010,35,-0.29,0,72,600,0,197,NA,NA
TIGER 로우볼,174350,12415,40,-0.32,0,72,580,0,3,NA,NA
대신 인버스 2X 니켈선물 ETN(H),510010,3570,15,-0.42,0,71,2000,0,7670,NA,NA
흥국화재우,000545,9280,110,-1.17,5000,71,768,0.83,1606,16.4,NA
HK 하이볼액티브,391680,9455,35,-0.37,0,71,750,0,1262,NA,NA
KOSEF 미국방어배당성장나스닥,373790,11810,0,0,0,71,600,0,1272,NA,NA
HANARO 농업융복합산업,314700,12880,35,0.27,0,71,550,0,270,NA,NA
TIGER 미국달러선물레버리지,261110,10040,15,-0.15,0,70,700,0,8077,NA,NA
TRUE 레버리지 HSCEI ETN(H),570031,7005,5,-0.07,0,70,1000,0,19837,NA,NA
TIGER 차이나항셍25,117690,15560,255,1.67,0,70,450,0,816,NA,NA
TIGER 국채선물3년인버스,302170,49975,0,0,0,70,140,0,0,NA,NA
ARIRANG KS로우볼가중TR,333940,13985,0,0,0,70,500,0,27,NA,NA
KBSTAR 유로스탁스50(H),379790,10755,55,0.51,0,70,650,0,3573,NA,NA
TIGER 경기방어채권혼합,237440,9950,35,-0.35,0,70,700,0,2753,NA,NA
미래에셋 인버스 원유선물혼합 ETN(H),520011,6935,95,-1.35,0,69,1000,0,8573,NA,NA
HANARO Fn K-게임,395280,8615,55,0.64,0,69,800,0,769,NA,NA
삼성 레버리지 항셍테크 ETN(H),530081,6890,140,-1.99,0,69,1000,0,113441,NA,NA
코리아써키트2우B,00781K,8760,290,-3.2,500,69,784,0.03,1408,25.1,NA
ARIRANG 스마트베타Quality채권혼합,238670,11285,30,-0.27,0,68,600,0,1352,NA,NA
TIGER 코스피대형주,277640,15015,40,-0.27,0,68,450,0,225,NA,NA
TIGER 200커버드콜ATM,289480,11215,0,0,0,67,600,0,0,NA,NA
ARIRANG 코스피중형주,301440,13385,15,-0.11,0,67,500,0,57,NA,NA
ARIRANG 신흥국MSCI인버스(합성 H),373530,9275,60,-0.64,0,67,720,0,278,NA,NA
파워 고배당저변동성,192720,31715,5,-0.02,0,67,210,0,148,NA,NA
TIGER 200동일가중,252000,13275,0,0,0,66,500,0,0,NA,NA
KB 인버스 2X 나스닥 100 ETN,580014,6635,80,-1.19,0,66,1000,0,10073,NA,NA
TIGER S&P글로벌인프라(합성),269370,10970,35,0.32,0,66,600,0,1019,NA,NA
TIGER 200 경기소비재,139290,18190,100,-0.55,0,65,360,2.46,1648,NA,NA
KODEX 미국채울트라30년선물인버스(H),304670,7270,160,2.25,0,65,900,0,8503,NA,NA
KBSTAR 수출주,140570,12955,95,-0.73,0,65,500,0,298,NA,NA
ARIRANG 탄소효율그린뉴딜,376250,9965,25,-0.25,0,65,650,0,937,NA,NA
ARIRANG 선진국MSCI(합성 H),195970,12455,130,1.05,0,65,520,0,6738,NA,NA
ARIRANG KS퀄리티가중TR,333980,16015,5,-0.03,0,64,400,0,22,NA,NA
KODEX 미국달러선물인버스2X,261260,8960,10,0.11,0,64,710,0,51096,NA,NA
